order,family,genus,species,scientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year,basisOfRecord
Psittaciformes,Psittacidae,Amazona,Amazona ochrocephala,"Amazona ochrocephala (Gmelin, 1788)",,Bolívar,10.337909,-75.727362,,14.0,2.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Myioborus,Myioborus flavivertex,"Myioborus flavivertex (Salvin, 1887)",,Magdalena,11.103711,-74.062035,2025-09-05 19:06:00,5.0,9.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,Bolívar,10.421312,-75.548306,,11.0,7.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,La Guajira,11.42859,-73.090462,2025-02-21 16:44:00,21.0,2.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",,Bolívar,10.354313,-75.42945,,10.0,9.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Ardea,Ardea alba,"Ardea alba Linnaeus, 1758",,Magdalena,11.19286,-74.231025,,30.0,7.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Ara,Ara severus,"Ara severus (Linnaeus, 1758)",,Córdoba,8.750745,-75.889362,2025-09-17 09:00:00,17.0,9.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,Bolívar,10.432427,-75.543442,,25.0,5.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Tersina,Tersina viridis,"Tersina viridis (Illiger, 1811)",,Magdalena,11.094591,-74.080552,2025-05-24 07:00:00,24.0,5.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Saucerottia,Saucerottia saucerottei,"Saucerottia saucerottei (Delattre & Bourcier, 1846)",,Magdalena,11.09783,-74.078391,2025-10-09 14:05:00,9.0,10.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Saltator,Saltator olivascens,"Saltator olivascens Cabanis, 1849",,Atlántico,10.9656,-74.731406,,26.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Coereba,Coereba flaveola,"Coereba flaveola (Linnaeus, 1758)",,Bolívar,10.406485,-75.552011,,24.0,4.0,2025.0,HUMAN_OBSERVATION
Piciformes,Ramphastidae,Ramphastos,Ramphastos sulfuratus,"Ramphastos sulfuratus R.Lesson, 1830",,Magdalena,11.09677,-74.069625,,10.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Todirostrum,Todirostrum cinereum,"Todirostrum cinereum (Linnaeus, 1766)",,La Guajira,11.498025,-73.123934,2025-03-19 10:04:00,19.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Pyrocephalus,Pyrocephalus rubinus,"Pyrocephalus rubinus (Boddaert, 1783)",,La Guajira,11.43491,-73.073374,2025-09-11 11:29:00,11.0,9.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,"Pitangus sulphuratus (Linnaeus, 1766)",,La Guajira,11.248385,-73.529754,,11.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,"Thraupis episcopus (Linnaeus, 1766)",,La Guajira,11.246632,-73.55942,2025-01-20 08:44:00,20.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,La Guajira,11.212772,-73.577535,2025-04-16 09:27:00,16.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus melancholicus,"Tyrannus melancholicus Vieillot, 1819",,Bolívar,10.613661,-75.286512,,2.0,2.0,2026.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta thula,"Egretta thula (Molina, 1782)",,Magdalena,11.247512,-73.788319,2025-03-01 09:34:00,1.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus nuchalis,"Campylorhynchus nuchalis Cabanis, 1847",,Magdalena,9.239654,-74.425445,,13.0,4.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Aratinga,Aratinga acuticaudata,"Thectocercus acuticaudatus (Vieillot, 1818)",,Cesar,10.574052,-73.272164,2025-01-16 15:44:00,16.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Elaenia,Elaenia flavogaster,"Elaenia flavogaster (Thunberg, 1822)",,Sucre,8.657873,-75.165026,,1.0,3.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,Magdalena,11.24222,-74.21549,2025-10-03 12:24:00,3.0,10.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Turdidae,Turdus,Turdus leucomelas,"Turdus leucomelas Vieillot, 1818",,Magdalena,11.125035,-74.102024,,26.0,2.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columbina,Columbina squammata,"Columbina squammata (R.Lesson, 1831)",,Magdalena,11.184151,-74.219027,,25.0,6.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Scolopacidae,Numenius,Numenius hudsonicus,"Numenius hudsonicus Latham, 1790",,Sucre,9.771622,-75.643994,,11.0,2.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Protonotaria,Protonotaria citrea,"Protonotaria citrea (Boddaert, 1783)",,Atlántico,11.16705,-74.847589,2025-03-13 08:35:00,13.0,3.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Caracara,Caracara plancus,"Caracara plancus (J.F.Miller, 1777)",,La Guajira,11.432673,-73.08591,2025-01-21 06:22:00,21.0,1.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta thula,"Egretta thula (Molina, 1782)",,La Guajira,11.432673,-73.08591,2025-01-21 06:19:00,21.0,1.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Laridae,Leucophaeus,Leucophaeus atricilla,"Leucophaeus atricilla (Linnaeus, 1758)",,La Guajira,11.421783,-73.088317,2025-02-21 16:52:00,21.0,2.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Nyctanassa,Nyctanassa violacea,"Nyctanassa violacea (Linnaeus, 1758)",,La Guajira,11.405407,-73.091462,2025-12-22 10:10:00,22.0,12.0,2025.0,HUMAN_OBSERVATION
Piciformes,Bucconidae,Hypnelus,Hypnelus ruficollis,"Hypnelus ruficollis (Wagler, 1829)",,Atlántico,11.0501,-74.79975,2025-04-04 21:43:00,4.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Grallariidae,Grallaria,Grallaria ruficapilla,"Grallaria ruficapilla Lafresnaye, 1842",,Cesar,10.362969,-72.949834,,26.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Icterus,Icterus nigrogularis,"Icterus nigrogularis (Hahn, 1819)",,Magdalena,9.007591,-74.108893,2025-03-11 13:50:00,11.0,3.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Caracara,Caracara plancus,"Caracara plancus (J.F.Miller, 1777)",,Magdalena,10.991945,-74.252279,2025-02-11 18:26:00,11.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Fringillidae,Euphonia,Euphonia laniirostris,"Euphonia laniirostris d'Orbigny & Lafresnaye, 1837",,Magdalena,11.144471,-74.108239,2025-01-23 07:18:00,23.0,1.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Ardea,Ardea alba,"Ardea alba Linnaeus, 1758",,Atlántico,11.021209,-74.793599,2025-08-23 17:48:00,23.0,8.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Contopus,Contopus cooperi,"Contopus cooperi (Nuttall, 1831)",,Magdalena,11.074565,-74.07059,,9.0,3.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Haematopodidae,Haematopus,Haematopus palliatus,"Haematopus palliatus Temminck, 1820",,La Guajira,11.37122,-73.121211,2026-01-10 09:17:00,10.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Thraupis,Thraupis glaucocolpa,"Thraupis glaucocolpa Cabanis, 1851",,Bolívar,10.446426,-75.517445,,9.0,3.0,2026.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Ardea,Ardea alba,"Ardea alba Linnaeus, 1758",,La Guajira,11.257048,-73.565151,2025-02-20 16:13:00,20.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Sicalis,Sicalis flaveola,"Sicalis flaveola (Linnaeus, 1766)",,Atlántico,10.971871,-74.726201,,26.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Icterus,Icterus nigrogularis,"Icterus nigrogularis (Hahn, 1819)",,Bolívar,10.242662,-75.604785,,16.0,3.0,2025.0,HUMAN_OBSERVATION
Galliformes,Cracidae,Crax,Crax alberti,"Crax alberti Fraser, 1852",,Magdalena,11.277649,-73.988511,,3.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Atlapetes,Atlapetes melanocephalus,"Atlapetes melanocephalus (Salvin & Godman, 1880)",,Magdalena,11.110391,-74.042558,2025-03-06 07:25:00,6.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Fringillidae,Chlorophonia,Chlorophonia cyanea,"Chlorophonia cyanea (Thunberg, 1822)",,Magdalena,11.125251,-74.101849,2026-01-16 10:59:00,16.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Psarocolius,Psarocolius decumanus,"Psarocolius decumanus (Pallas, 1769)",,Magdalena,11.14451,-74.107977,2025-01-08 06:48:00,8.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Hirundinidae,Stelgidopteryx,Stelgidopteryx ruficollis,"Stelgidopteryx ruficollis (Vieillot, 1817)",,Bolívar,10.33244,-75.381013,2025-02-24 07:57:00,24.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Zonotrichia,Zonotrichia capensis,"Zonotrichia capensis (P.L.S.Müller, 1776)",,Magdalena,11.110626,-74.042042,2025-12-25 06:38:00,25.0,12.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Melanerpes,Melanerpes rubricapillus,"Melanerpes rubricapillus (Cabanis, 1862)",,Cesar,10.011268,-73.191093,,29.0,10.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus lugubris,"Quiscalus lugubris Swainson, 1838",,Magdalena,11.150756,-74.226133,2025-06-30 06:27:00,30.0,6.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Ardea,Ardea alba,"Ardea alba Linnaeus, 1758",,La Guajira,11.417847,-73.068137,2025-02-21 11:43:00,21.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Saltator,Saltator maximus,"Saltator maximus (P.L.S.Müller, 1776)",,Cesar,9.541199,-73.203215,2025-02-26 11:19:00,26.0,2.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta tricolor,"Egretta tricolor (Statius Muller, 1776)",,Magdalena,11.255593,-73.786153,2025-03-02 08:55:00,2.0,3.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Tapera,Tapera naevia,"Tapera naevia (Linnaeus, 1766)",,La Guajira,11.55898,-73.117688,,19.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus savana,"Tyrannus savana Vieillot, 1808",,Córdoba,9.082915,-75.814719,,26.0,12.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Myiothlypis,Myiothlypis conspicillata,"Myiothlypis conspicillata (Salvin & Godman, 1880)",,Magdalena,11.130987,-74.09484,,3.0,2.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,"Rostrhamus sociabilis (Vieillot, 1817)",,Atlántico,11.009147,-74.780707,2025-02-26 00:17:00,26.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Atlapetes,Atlapetes melanocephalus,"Atlapetes melanocephalus (Salvin & Godman, 1880)",,Magdalena,11.099615,-74.070922,2025-03-10 08:34:00,10.0,3.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Phimosus,Phimosus infuscatus,"Phimosus infuscatus (Lichtenstein, 1823)",,Magdalena,9.239655,-74.425444,2026-01-10 04:40:00,10.0,1.0,2026.0,HUMAN_OBSERVATION
Charadriiformes,Laridae,Phaetusa,Phaetusa simplex,"Phaetusa simplex (J.F.Gmelin, 1789)",,Bolívar,10.516667,-75.5,2025-06-06 08:18:00,6.0,6.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Arremon,Arremon schlegeli,"Arremon schlegeli Bonaparte, 1850",,Magdalena,11.311098,-74.013225,2025-09-13 09:02:00,13.0,9.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Brotogeris,Brotogeris jugularis,"Brotogeris jugularis (Statius Muller, 1776)",,Magdalena,11.257373,-73.79419,2025-02-27 09:48:00,27.0,2.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Thalurania,Thalurania colombica,"Thalurania colombica (Bourcier, 1843)",,Magdalena,11.136149,-74.092325,2025-02-15 14:57:00,15.0,2.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Zenaida,Zenaida auriculata,"Zenaida auriculata (Des Murs, 1847)",,Córdoba,8.805168,-75.8512,,21.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Diglossa,Diglossa caerulescens,"Diglossa caerulescens (P.L.Sclater, 1856)",,Cesar,10.363401,-72.942803,2025-02-28 06:47:00,28.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus griseus,"Campylorhynchus griseus (Swainson, 1838)",,Córdoba,8.755401,-75.889098,2025-01-03 13:04:00,3.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,Bolívar,10.460312,-75.506417,,26.0,3.0,2025.0,HUMAN_OBSERVATION
Galliformes,Cracidae,Crax,Crax alberti,"Crax alberti Fraser, 1852",,Magdalena,11.230035,-73.89819,,4.0,3.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Chaetocercus,Chaetocercus astreans,"Chaetocercus astreans (Bangs, 1899)",,Magdalena,11.106616,-74.049818,,4.0,2.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Theristicus,Theristicus caudatus,"Theristicus caudatus (Boddaert, 1783)",,Cesar,10.039258,-73.244117,,17.0,2.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Butorides,Butorides virescens,"Butorides virescens (Linnaeus, 1758)",,La Guajira,11.253188,-73.522961,,18.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Turdidae,Turdus,Turdus leucomelas,"Turdus leucomelas Vieillot, 1818",,La Guajira,11.236366,-73.488469,2025-06-05 09:26:00,5.0,6.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Ramphocelus,Ramphocelus dimidiatus,"Ramphocelus dimidiatus Lafresnaye, 1837",,Magdalena,11.13774,-74.10759,2025-02-27 12:59:00,27.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,Bolívar,10.43097,-75.545668,,23.0,5.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus griseus,"Campylorhynchus griseus (Swainson, 1838)",,Magdalena,11.23793,-73.741287,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columbina,Columbina squammata,"Columbina squammata (R.Lesson, 1831)",,La Guajira,11.306463,-73.110925,2025-09-11 08:21:00,11.0,9.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Turdidae,Turdus,Turdus flavipes,"Turdus flavipes Vieillot, 1818",,Magdalena,11.095768,-74.081783,2025-01-17 09:28:00,17.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Icterus,Icterus chrysater,"Icterus chrysater (Lesson, 1844)",,Magdalena,11.083269,-74.082272,,3.0,2.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Patagioenas,Patagioenas speciosa,"Patagioenas speciosa (J.F.Gmelin, 1789)",,Magdalena,11.240355,-74.211023,2025-04-06 16:11:00,6.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Icterus,Icterus nigrogularis,"Icterus nigrogularis (Hahn, 1819)",,Magdalena,11.227617,-74.178353,,22.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Protonotaria,Protonotaria citrea,"Protonotaria citrea (Boddaert, 1783)",,Atlántico,11.031858,-74.849119,2025-10-10 08:27:00,10.0,10.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,"Rostrhamus sociabilis (Vieillot, 1817)",,Atlántico,11.043829,-74.810529,2025-02-17 14:05:00,17.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Arremon,Arremon schlegeli,"Arremon schlegeli Bonaparte, 1850",,Magdalena,11.129354,-74.099821,,13.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Cotingidae,Pipreola,Pipreola aureopectus,"Pipreola aureopectus (Lafresnaye, 1843)",,Magdalena,11.107707,-74.048446,2025-02-14 08:01:00,14.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Tangara,Tangara gyrola,"Tangara gyrola (Linnaeus, 1758)",,Magdalena,11.041521,-73.924405,,19.0,7.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Aratinga,Aratinga pertinax,"Eupsittula pertinax (Linnaeus, 1758)",,Atlántico,10.769118,-74.846381,2026-02-25 08:16:00,25.0,2.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Turdidae,Turdus,Turdus leucomelas,"Turdus leucomelas Vieillot, 1818",,Magdalena,11.145528,-74.12058,2025-05-28 17:00:00,28.0,5.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Jacanidae,Jacana,Jacana jacana,"Jacana jacana (Linnaeus, 1766)",,Magdalena,9.279693,-74.457315,,10.0,12.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,"Thraupis episcopus (Linnaeus, 1766)",,Bolívar,10.423987,-75.544603,,7.0,2.0,2026.0,HUMAN_OBSERVATION
Suliformes,Fregatidae,Fregata,Fregata magnificens,"Fregata magnificens Mathews, 1914",,Magdalena,11.269576,-74.192929,,24.0,10.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columbina,Columbina squammata,"Columbina squammata (R.Lesson, 1831)",,Magdalena,10.967222,-74.419722,,14.0,11.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Molothrus,Molothrus bonariensis,"Molothrus bonariensis (Gmelin, 1789)",,Atlántico,11.0501,-74.79975,2025-04-04 17:25:00,4.0,4.0,2025.0,HUMAN_OBSERVATION
Anseriformes,Anatidae,Dendrocygna,Dendrocygna viduata,"Dendrocygna viduata (Linnaeus, 1766)",,Córdoba,8.795191,-75.86193,,10.0,3.0,2026.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",,La Guajira,11.506669,-72.959267,,9.0,11.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",,Magdalena,9.239655,-74.425444,2026-01-09 18:51:00,9.0,1.0,2026.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Zenaida,Zenaida auriculata,"Zenaida auriculata (Des Murs, 1847)",,Bolívar,10.241262,-75.60685,,5.0,3.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Leptotila,Leptotila verreauxi,"Leptotila verreauxi Bonaparte, 1855",,La Guajira,11.236628,-73.56295,,9.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Pheugopedius,Pheugopedius rutilus,"Pheugopedius rutilus (Vieillot, 1819)",,Magdalena,11.134357,-74.111599,,13.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Saltator,Saltator striatipectus,"Saltator striatipectus Lafresnaye, 1847",,Bolívar,10.333625,-75.378241,2025-03-27 07:56:00,27.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Tangara,Tangara gyrola,"Tangara gyrola (Linnaeus, 1758)",,Magdalena,11.097417,-74.07847,2025-01-17 12:07:00,17.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",,Bolívar,10.42342,-75.550678,,22.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Parkesia,Parkesia noveboracensis,"Parkesia noveboracensis (J.F.Gmelin, 1789)",,Magdalena,11.284445,-73.994122,,1.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Fringillidae,Euphonia,Euphonia trinitatis,"Euphonia trinitatis Strickland, 1851",,La Guajira,11.255529,-73.556431,2025-03-03 14:54:00,3.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,Bolívar,10.539308,-75.491272,2025-07-04 09:01:00,4.0,7.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columba,Columba livia,"Columba livia var. domestica J.F.Gmelin, 1789",,Bolívar,10.393408,-75.552375,2025-02-07 19:01:00,7.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Stilpnia,Stilpnia cyanoptera,"Stilpnia cyanoptera (Swainson, 1834)",,Magdalena,11.09844,-74.078632,2025-02-28 14:22:00,28.0,2.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Eudocimus,Eudocimus albus,"Eudocimus albus (Linnaeus, 1758)",,Córdoba,9.40523,-75.762774,2025-10-30 06:12:00,30.0,10.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,"Rupornis magnirostris (Gmelin, 1788)",,La Guajira,11.424905,-73.045559,2026-01-19 08:42:00,19.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Icterus,Icterus galbula,"Icterus galbula (Linnaeus, 1758)",,Magdalena,11.298462,-73.998202,,2.0,3.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta thula,"Egretta thula (Molina, 1782)",,Atlántico,11.021599,-74.795731,2026-01-14 10:18:00,14.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Setophaga,Setophaga fusca,"Setophaga fusca (Statius Müller, 1776)",,Magdalena,11.095793,-74.081668,2025-01-17 09:17:00,17.0,1.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Brotogeris,Brotogeris jugularis,"Brotogeris jugularis (Statius Muller, 1776)",,Córdoba,8.791168,-75.862221,,12.0,9.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Platalea,Platalea ajaja,"Platalea ajaja Linnaeus, 1758",,La Guajira,11.406768,-73.089681,2025-08-30 10:26:00,30.0,8.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta thula,"Egretta thula (Molina, 1782)",,Magdalena,11.256053,-73.78673,2025-02-26 14:29:00,26.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Myioborus,Myioborus flavivertex,"Myioborus flavivertex (Salvin, 1887)",,Magdalena,11.10838,-74.047017,2025-05-23 08:05:00,23.0,5.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,Bolívar,10.421617,-75.541245,,10.0,8.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Phimosus,Phimosus infuscatus,"Phimosus infuscatus (Lichtenstein, 1823)",,Atlántico,10.797322,-74.75844,2025-09-28 13:03:00,28.0,9.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Cardinalidae,Pheucticus,Pheucticus ludovicianus,"Pheucticus ludovicianus (Linnaeus, 1766)",,Magdalena,11.152731,-74.11066,,20.0,1.0,2026.0,HUMAN_OBSERVATION
Piciformes,Ramphastidae,Ramphastos,Ramphastos sulfuratus,"Ramphastos sulfuratus R.Lesson, 1830",,Sucre,9.774044,-75.640568,,1.0,9.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus griseus,"Campylorhynchus griseus (Swainson, 1838)",,Córdoba,7.984788,-75.413896,,8.0,10.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Eudocimus,Eudocimus ruber,"Eudocimus ruber (Linnaeus, 1758)",,La Guajira,11.425917,-73.093034,2025-09-14 08:35:00,14.0,9.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Colibri,Colibri cyanotus,"Colibri cyanotus (Bourcier, 1843)",,Magdalena,11.188585,-74.085463,2025-03-16 12:28:00,16.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Cardinalidae,Cardinalis,Cardinalis phoeniceus,"Cardinalis phoeniceus Bonaparte, 1838",,La Guajira,11.436178,-73.075714,,12.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Furnariidae,Xenops,Xenops rutilans,"Xenops rutilans Temminck, 1821",,Magdalena,11.099277,-74.074163,2025-02-24 15:12:00,24.0,2.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Platalea,Platalea ajaja,"Platalea ajaja Linnaeus, 1758",,Córdoba,9.084003,-75.811891,,23.0,12.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Chalybura,Chalybura buffonii,"Chalybura buffonii (R.Lesson, 1832)",,Magdalena,11.117083,-74.117753,2025-03-11 15:06:00,11.0,3.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columbina,Columbina squammata,"Columbina squammata (R.Lesson, 1831)",,La Guajira,11.46946,-73.168904,2025-03-19 08:10:00,19.0,3.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Phimosus,Phimosus infuscatus,"Phimosus infuscatus (Lichtenstein, 1823)",,Atlántico,10.962622,-74.729845,2025-02-26 19:12:00,26.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,"Pitangus sulphuratus (Linnaeus, 1766)",,Bolívar,10.42642,-75.54755,2025-01-14 07:18:00,14.0,1.0,2025.0,HUMAN_OBSERVATION
